"name","BO","rand","repBO","repRand"
nGen-5_plotBudjetPerGen-200_he-0.7,612994,761001,334254,579524
nGen-5_plotBudjetPerGen-200_he-0.7,44893,965625,982309,939470
nGen-5_plotBudjetPerGen-200_he-0.7,251282,349002,133378,68409
nGen-5_plotBudjetPerGen-200_he-0.7,807862,28040,851322,529354
nGen-5_plotBudjetPerGen-200_he-0.7,82850,231629,439886,289296
nGen-5_plotBudjetPerGen-200_he-0.7,247064,96885,32844,238582
nGen-5_plotBudjetPerGen-200_he-0.7,26198,698287,757305,716100
nGen-5_plotBudjetPerGen-200_he-0.7,386093,497634,73834,770030
nGen-5_plotBudjetPerGen-200_he-0.7,648205,538020,835599,542915
nGen-5_plotBudjetPerGen-200_he-0.7,336325,45982,482270,790950
nGen-5_plotBudjetPerGen-200_he-0.7,872721,409221,739446,325773
nGen-5_plotBudjetPerGen-200_he-0.7,392454,385021,598210,748903
nGen-5_plotBudjetPerGen-200_he-0.7,190236,739801,306618,461632
nGen-5_plotBudjetPerGen-200_he-0.7,528847,14345,31411,978805
nGen-5_plotBudjetPerGen-200_he-0.7,424612,423915,817786,941354
nGen-5_plotBudjetPerGen-200_he-0.7,950371,190744,158706,187062
nGen-5_plotBudjetPerGen-200_he-0.7,791791,178839,411199,780680
nGen-5_plotBudjetPerGen-200_he-0.7,532704,664062,865696,408628
nGen-5_plotBudjetPerGen-200_he-0.7,183771,964341,717119,305261
nGen-5_plotBudjetPerGen-200_he-0.7,37281,98931,579384,89595
nGen-5_plotBudjetPerGen-200_he-0.7,307717,990825,522538,629035
nGen-5_plotBudjetPerGen-200_he-0.7,731392,509361,378749,336021
nGen-5_plotBudjetPerGen-200_he-0.7,845995,225351,42185,560856
nGen-5_plotBudjetPerGen-200_he-0.7,93120,283569,13559,886739
nGen-5_plotBudjetPerGen-200_he-0.7,607964,338798,74773,552714
nGen-5_plotBudjetPerGen-200_he-0.7,121927,339175,70445,367970
nGen-5_plotBudjetPerGen-200_he-0.7,904696,265950,563913,167522
nGen-5_plotBudjetPerGen-200_he-0.7,152817,117784,690198,689608
nGen-5_plotBudjetPerGen-200_he-0.7,679451,475257,134251,295876
nGen-5_plotBudjetPerGen-200_he-0.7,180868,330181,702944,772440
nGen-5_plotBudjetPerGen-200_he-0.7,998070,926176,749854,193673
nGen-5_plotBudjetPerGen-200_he-0.7,235414,937168,93575,545266
nGen-5_plotBudjetPerGen-200_he-0.7,589610,496515,931159,441310
nGen-5_plotBudjetPerGen-200_he-0.7,859506,40145,127901,107533
nGen-5_plotBudjetPerGen-200_he-0.7,606886,255740,663429,359170
nGen-5_plotBudjetPerGen-200_he-0.7,576533,897652,530467,224054
nGen-5_plotBudjetPerGen-200_he-0.7,981863,249101,880020,838416
nGen-5_plotBudjetPerGen-200_he-0.7,357960,517935,712693,217054
nGen-5_plotBudjetPerGen-200_he-0.7,246318,10872,228342,560774
nGen-5_plotBudjetPerGen-200_he-0.7,481873,978754,71009,310796
nGen-5_plotBudjetPerGen-200_he-0.7,285052,614244,838175,155107
nGen-5_plotBudjetPerGen-200_he-0.7,200350,789105,208566,279039
nGen-5_plotBudjetPerGen-200_he-0.7,117002,756542,344298,339993
nGen-5_plotBudjetPerGen-200_he-0.7,344023,884388,491780,332518
nGen-5_plotBudjetPerGen-200_he-0.7,506251,624655,928302,209499
nGen-5_plotBudjetPerGen-200_he-0.7,425017,257621,50719,331007
nGen-5_plotBudjetPerGen-200_he-0.7,959578,56201,906370,144675
nGen-5_plotBudjetPerGen-200_he-0.7,870264,121818,556476,518864
nGen-5_plotBudjetPerGen-200_he-0.7,361186,5591,644537,145798
nGen-5_plotBudjetPerGen-200_he-0.7,661170,980093,383939,212812
nGen-5_plotBudjetPerGen-200_he-0.7,390658,483907,681880,451699
nGen-5_plotBudjetPerGen-200_he-0.7,331913,576522,629340,532370
nGen-5_plotBudjetPerGen-200_he-0.7,425665,726335,505080,181385
nGen-5_plotBudjetPerGen-200_he-0.7,151891,344133,107664,990256
nGen-5_plotBudjetPerGen-200_he-0.7,249656,239796,956273,337266
nGen-5_plotBudjetPerGen-200_he-0.7,584295,646302,232633,274460
nGen-5_plotBudjetPerGen-200_he-0.7,726517,526128,346099,112126
nGen-5_plotBudjetPerGen-200_he-0.7,437304,720400,39064,526964
nGen-5_plotBudjetPerGen-200_he-0.7,350022,960242,367083,876633
nGen-5_plotBudjetPerGen-200_he-0.7,242487,606121,337020,60170
nGen-5_plotBudjetPerGen-200_he-0.7,254510,10362,965681,967783
nGen-5_plotBudjetPerGen-200_he-0.7,731449,436754,447293,774933
nGen-5_plotBudjetPerGen-200_he-0.7,928435,37326,985838,997366
nGen-5_plotBudjetPerGen-200_he-0.7,265395,887831,408446,582076
nGen-5_plotBudjetPerGen-200_he-0.7,351294,264693,737847,911171
nGen-5_plotBudjetPerGen-200_he-0.7,952537,620594,905447,472748
nGen-5_plotBudjetPerGen-200_he-0.7,137986,973369,281385,930035
nGen-5_plotBudjetPerGen-200_he-0.7,2610,169681,361124,447849
nGen-5_plotBudjetPerGen-200_he-0.7,814505,308536,738279,91968
nGen-5_plotBudjetPerGen-200_he-0.7,200808,684891,606016,741269
nGen-5_plotBudjetPerGen-200_he-0.7,935284,749413,223362,278099
nGen-5_plotBudjetPerGen-200_he-0.7,325268,546840,692411,881594
nGen-5_plotBudjetPerGen-200_he-0.7,277130,266522,848313,530970
nGen-5_plotBudjetPerGen-200_he-0.7,109919,811777,816246,599073
nGen-5_plotBudjetPerGen-200_he-0.7,587695,35510,13522,28062
nGen-5_plotBudjetPerGen-200_he-0.7,118684,159484,393668,137826
nGen-5_plotBudjetPerGen-200_he-0.7,523473,960454,214385,325570
nGen-5_plotBudjetPerGen-200_he-0.7,394407,569380,328022,936031
nGen-5_plotBudjetPerGen-200_he-0.7,267937,773279,154173,438804
nGen-5_plotBudjetPerGen-200_he-0.7,22053,582271,361412,569920
nGen-5_plotBudjetPerGen-200_he-0.7,249482,597339,893713,978551
nGen-5_plotBudjetPerGen-200_he-0.7,232382,679448,246893,852538
nGen-5_plotBudjetPerGen-200_he-0.7,425765,640213,897684,821177
nGen-5_plotBudjetPerGen-200_he-0.7,191215,347087,924099,268903
nGen-5_plotBudjetPerGen-200_he-0.7,322201,246307,610778,988609
nGen-5_plotBudjetPerGen-200_he-0.7,193637,716648,165630,365018
nGen-5_plotBudjetPerGen-200_he-0.7,333955,198729,972862,275107
nGen-5_plotBudjetPerGen-200_he-0.7,517326,429429,232974,728047
nGen-5_plotBudjetPerGen-200_he-0.7,764062,228688,205513,813349
nGen-5_plotBudjetPerGen-200_he-0.7,794718,189679,918418,110459
nGen-5_plotBudjetPerGen-200_he-0.7,797994,350246,507884,709340
nGen-5_plotBudjetPerGen-200_he-0.7,426768,701160,802023,988556
nGen-5_plotBudjetPerGen-200_he-0.7,161343,552533,291425,302404
nGen-5_plotBudjetPerGen-200_he-0.7,10125,894383,135034,622788
nGen-5_plotBudjetPerGen-200_he-0.7,91182,216944,318963,350562
nGen-5_plotBudjetPerGen-200_he-0.7,647947,227856,950644,780794
nGen-5_plotBudjetPerGen-200_he-0.7,516712,732351,566717,203303
nGen-5_plotBudjetPerGen-200_he-0.7,34013,666099,877144,444733
nGen-5_plotBudjetPerGen-200_he-0.7,280925,983200,128826,503220
nGen-5_plotBudjetPerGen-200_he-0.7,126482,56623,458020,599349
nGen-5_plotBudjetPerGen-200_he-0.7,272969,359053,64548,763726
nGen-5_plotBudjetPerGen-200_he-0.7,281801,328090,822630,338384
nGen-5_plotBudjetPerGen-200_he-0.7,640464,182366,172427,242264
nGen-5_plotBudjetPerGen-200_he-0.7,537842,298944,211565,277606
nGen-5_plotBudjetPerGen-200_he-0.7,376306,427626,173330,497598
nGen-5_plotBudjetPerGen-200_he-0.7,867330,912729,398658,813176
nGen-5_plotBudjetPerGen-200_he-0.7,286918,759068,540673,974833
nGen-5_plotBudjetPerGen-200_he-0.7,297897,176221,791935,708204
nGen-5_plotBudjetPerGen-200_he-0.7,434735,1543,896735,879439
nGen-5_plotBudjetPerGen-200_he-0.7,534862,892292,893248,272817
nGen-5_plotBudjetPerGen-200_he-0.7,988506,694216,757047,101367
nGen-5_plotBudjetPerGen-200_he-0.7,468480,834046,950290,99270
nGen-5_plotBudjetPerGen-200_he-0.7,279055,197187,825455,92579
nGen-5_plotBudjetPerGen-200_he-0.7,480351,688506,553856,967029
nGen-5_plotBudjetPerGen-200_he-0.7,565621,73928,993532,706845
nGen-5_plotBudjetPerGen-200_he-0.7,647992,828002,532784,643424
nGen-5_plotBudjetPerGen-200_he-0.7,378189,585711,497300,686236
nGen-5_plotBudjetPerGen-200_he-0.7,164643,725583,837854,694305
nGen-5_plotBudjetPerGen-200_he-0.7,259660,996739,592956,217058
nGen-5_plotBudjetPerGen-200_he-0.7,560483,334037,31340,200001
nGen-5_plotBudjetPerGen-200_he-0.7,988152,833392,406890,152822
nGen-5_plotBudjetPerGen-200_he-0.7,195462,224097,501383,879632
nGen-5_plotBudjetPerGen-200_he-0.7,495563,30290,197914,949617
nGen-5_plotBudjetPerGen-200_he-0.7,919442,703924,310069,49304
nGen-5_plotBudjetPerGen-200_he-0.7,819494,43624,896168,513093
nGen-5_plotBudjetPerGen-200_he-0.7,922091,451724,948128,904461
nGen-5_plotBudjetPerGen-200_he-0.7,249811,88741,861316,859848
nGen-5_plotBudjetPerGen-200_he-0.7,58515,89065,592893,825542
nGen-5_plotBudjetPerGen-200_he-0.7,410367,176366,37967,945596
nGen-5_plotBudjetPerGen-200_he-0.7,692350,134004,165354,826883
nGen-5_plotBudjetPerGen-200_he-0.7,531965,524329,585675,256809
nGen-5_plotBudjetPerGen-200_he-0.7,932833,217031,3888,491519
nGen-5_plotBudjetPerGen-200_he-0.7,707282,562441,939754,36916
nGen-5_plotBudjetPerGen-200_he-0.7,716333,687048,690527,199249
nGen-5_plotBudjetPerGen-200_he-0.7,749300,150906,940363,692527
nGen-5_plotBudjetPerGen-200_he-0.7,217645,419471,498004,70183
nGen-5_plotBudjetPerGen-200_he-0.7,944786,156523,805911,443336
nGen-5_plotBudjetPerGen-200_he-0.7,565066,124482,284114,389139
nGen-5_plotBudjetPerGen-200_he-0.7,379529,925159,93357,963299
nGen-5_plotBudjetPerGen-200_he-0.7,794741,425900,324542,985845
nGen-5_plotBudjetPerGen-200_he-0.7,74509,205384,472181,280516
nGen-5_plotBudjetPerGen-200_he-0.7,482634,656021,266246,139057
nGen-5_plotBudjetPerGen-200_he-0.7,275459,12908,638006,568170
nGen-5_plotBudjetPerGen-200_he-0.7,996601,315727,986359,372592
nGen-5_plotBudjetPerGen-200_he-0.7,370441,564239,205127,569158
nGen-5_plotBudjetPerGen-200_he-0.7,778741,660404,237690,268275
nGen-5_plotBudjetPerGen-200_he-0.7,850303,951797,638442,190936
nGen-5_plotBudjetPerGen-200_he-0.7,381582,607720,884654,743105
nGen-5_plotBudjetPerGen-200_he-0.7,147824,517690,358077,112681
nGen-5_plotBudjetPerGen-200_he-0.7,41219,184359,772872,531122
nGen-5_plotBudjetPerGen-200_he-0.7,231295,250136,896430,355373
nGen-5_plotBudjetPerGen-200_he-0.7,662317,419126,146272,691815
nGen-5_plotBudjetPerGen-200_he-0.7,987677,284312,121212,643879
nGen-5_plotBudjetPerGen-200_he-0.7,863377,87446,365843,712555
nGen-5_plotBudjetPerGen-200_he-0.7,618619,759614,58640,154153
nGen-5_plotBudjetPerGen-200_he-0.7,835163,897536,675925,128941
nGen-5_plotBudjetPerGen-200_he-0.7,498742,761792,114501,28674
nGen-5_plotBudjetPerGen-200_he-0.7,961287,902750,78268,781955
nGen-5_plotBudjetPerGen-200_he-0.7,651366,778028,622448,677224
nGen-5_plotBudjetPerGen-200_he-0.7,887659,300973,52773,349305
nGen-5_plotBudjetPerGen-200_he-0.7,276370,90782,967180,841943
nGen-5_plotBudjetPerGen-200_he-0.7,601301,206328,159542,142138
nGen-5_plotBudjetPerGen-200_he-0.7,281306,290315,64680,209477
nGen-5_plotBudjetPerGen-200_he-0.7,578495,922688,709311,624336
nGen-5_plotBudjetPerGen-200_he-0.7,352615,813320,586656,326807
nGen-5_plotBudjetPerGen-200_he-0.7,58213,416660,997653,696075
nGen-5_plotBudjetPerGen-200_he-0.7,600521,490017,632650,850371
nGen-5_plotBudjetPerGen-200_he-0.7,251198,887862,684939,77566
nGen-5_plotBudjetPerGen-200_he-0.7,284389,346657,584016,154395
nGen-5_plotBudjetPerGen-200_he-0.7,394337,459477,123403,847433
nGen-5_plotBudjetPerGen-200_he-0.7,94533,149340,516718,62005
nGen-5_plotBudjetPerGen-200_he-0.7,49542,528769,724123,956572
nGen-5_plotBudjetPerGen-200_he-0.7,744884,389533,366360,75239
nGen-5_plotBudjetPerGen-200_he-0.7,786500,511214,491874,502768
nGen-5_plotBudjetPerGen-200_he-0.7,8362,129333,809077,334425
nGen-5_plotBudjetPerGen-200_he-0.7,310391,129948,287022,977578
nGen-5_plotBudjetPerGen-200_he-0.7,346090,396858,492352,474276
nGen-5_plotBudjetPerGen-200_he-0.7,598597,766314,390979,761953
nGen-5_plotBudjetPerGen-200_he-0.7,287282,806084,496366,134577
nGen-5_plotBudjetPerGen-200_he-0.7,777305,851332,418601,738075
nGen-5_plotBudjetPerGen-200_he-0.7,890551,413559,278865,556654
nGen-5_plotBudjetPerGen-200_he-0.7,347952,485238,431772,448407
nGen-5_plotBudjetPerGen-200_he-0.7,67268,555054,704568,387312
nGen-5_plotBudjetPerGen-200_he-0.7,311279,302920,646368,393079
nGen-5_plotBudjetPerGen-200_he-0.7,738928,284040,142120,644660
nGen-5_plotBudjetPerGen-200_he-0.7,181922,971152,747351,712396
nGen-5_plotBudjetPerGen-200_he-0.7,599507,595748,184882,530362
nGen-5_plotBudjetPerGen-200_he-0.7,331829,23110,245499,245658
nGen-5_plotBudjetPerGen-200_he-0.7,683789,917816,820915,276946
nGen-5_plotBudjetPerGen-200_he-0.7,129478,74007,203573,493583
nGen-5_plotBudjetPerGen-200_he-0.7,495049,405673,720067,267078
nGen-5_plotBudjetPerGen-200_he-0.7,859779,171244,74345,89383
nGen-5_plotBudjetPerGen-200_he-0.7,420474,492229,997317,195771
nGen-5_plotBudjetPerGen-200_he-0.7,166658,144488,997439,730778
nGen-5_plotBudjetPerGen-200_he-0.7,164501,205835,729211,421078
nGen-5_plotBudjetPerGen-200_he-0.7,849166,542815,449881,495939
nGen-5_plotBudjetPerGen-200_he-0.7,90862,109708,73305,675783
nGen-5_plotBudjetPerGen-200_he-0.7,90324,19697,136043,473292
nGen-5_plotBudjetPerGen-200_he-0.7,605084,709899,779452,675531
nGen-5_plotBudjetPerGen-200_he-0.7,626310,715634,762628,225055
nGen-5_plotBudjetPerGen-200_he-0.7,511505,966798,726824,536545
nGen-5_plotBudjetPerGen-200_he-0.7,375691,403517,989599,574720
nGen-5_plotBudjetPerGen-200_he-0.7,567870,614646,371879,863932
nGen-5_plotBudjetPerGen-200_he-0.7,526409,393452,795618,368862
nGen-5_plotBudjetPerGen-200_he-0.7,655719,498800,901329,577121
nGen-5_plotBudjetPerGen-200_he-0.7,832398,686189,501801,937925
nGen-5_plotBudjetPerGen-200_he-0.7,181600,246439,701689,59843
nGen-5_plotBudjetPerGen-200_he-0.7,988430,899677,248293,172449
nGen-5_plotBudjetPerGen-200_he-0.7,214938,356601,745490,73333
nGen-5_plotBudjetPerGen-200_he-0.7,726117,496931,857629,444270
nGen-5_plotBudjetPerGen-200_he-0.7,394242,578621,19560,331960
nGen-5_plotBudjetPerGen-200_he-0.7,600941,401029,440599,958340
nGen-5_plotBudjetPerGen-200_he-0.7,226053,66387,943986,73377
nGen-5_plotBudjetPerGen-200_he-0.7,860252,393085,846549,451205
nGen-5_plotBudjetPerGen-200_he-0.7,288123,999648,743347,876079
nGen-5_plotBudjetPerGen-200_he-0.7,412405,767998,244781,706916
nGen-5_plotBudjetPerGen-200_he-0.7,72953,61289,701206,187574
nGen-5_plotBudjetPerGen-200_he-0.7,531318,978266,251918,439696
nGen-5_plotBudjetPerGen-200_he-0.7,235837,552953,267227,202284
nGen-5_plotBudjetPerGen-200_he-0.7,423036,944342,832946,81160
nGen-5_plotBudjetPerGen-200_he-0.7,135649,438884,670385,338292
nGen-5_plotBudjetPerGen-200_he-0.7,204165,606755,873820,718149
nGen-5_plotBudjetPerGen-200_he-0.7,779126,592189,326279,52187
nGen-5_plotBudjetPerGen-200_he-0.7,781168,486167,123692,500115
nGen-5_plotBudjetPerGen-200_he-0.7,428449,716662,817157,798847
nGen-5_plotBudjetPerGen-200_he-0.7,485044,260314,949793,411278
nGen-5_plotBudjetPerGen-200_he-0.7,749450,926107,164265,685345
nGen-5_plotBudjetPerGen-200_he-0.7,301225,530809,661026,447018
nGen-5_plotBudjetPerGen-200_he-0.7,481114,620266,900418,220389
nGen-5_plotBudjetPerGen-200_he-0.7,230757,771334,552381,576875
nGen-5_plotBudjetPerGen-200_he-0.7,987944,162939,331238,536746
nGen-5_plotBudjetPerGen-200_he-0.7,235617,666431,847946,502456
nGen-5_plotBudjetPerGen-200_he-0.7,543929,362034,803956,281492
nGen-5_plotBudjetPerGen-200_he-0.7,168650,689121,652360,64154
nGen-5_plotBudjetPerGen-200_he-0.7,914638,644310,977309,569682
nGen-5_plotBudjetPerGen-200_he-0.7,861416,800067,259836,532147
nGen-5_plotBudjetPerGen-200_he-0.7,547322,39330,281104,299131
nGen-5_plotBudjetPerGen-200_he-0.7,936429,389114,708551,301930
nGen-5_plotBudjetPerGen-200_he-0.7,971951,234958,386400,484072
nGen-5_plotBudjetPerGen-200_he-0.7,394034,886921,653433,55440
nGen-5_plotBudjetPerGen-200_he-0.7,484963,989511,185243,620036
nGen-5_plotBudjetPerGen-200_he-0.7,284772,430176,947524,773697
nGen-5_plotBudjetPerGen-200_he-0.7,627150,328263,626194,493768
nGen-5_plotBudjetPerGen-200_he-0.7,526517,497277,774575,951116
nGen-5_plotBudjetPerGen-200_he-0.7,549497,769552,272129,72683
nGen-5_plotBudjetPerGen-200_he-0.7,702907,12895,205081,955525
nGen-5_plotBudjetPerGen-200_he-0.7,971068,307673,445925,243744
nGen-5_plotBudjetPerGen-200_he-0.7,841078,178621,614494,949928
nGen-5_plotBudjetPerGen-200_he-0.7,885391,203328,416186,269632
nGen-5_plotBudjetPerGen-200_he-0.7,13527,528223,539993,178176
nGen-5_plotBudjetPerGen-200_he-0.7,372528,325615,443447,783466
nGen-5_plotBudjetPerGen-200_he-0.7,360971,84442,931371,877793
nGen-5_plotBudjetPerGen-200_he-0.7,598048,817422,270620,529397
nGen-5_plotBudjetPerGen-200_he-0.7,132967,894656,752897,505296
nGen-5_plotBudjetPerGen-200_he-0.7,992160,408027,761360,132725
nGen-5_plotBudjetPerGen-200_he-0.7,587064,905014,655528,405431
nGen-5_plotBudjetPerGen-200_he-0.7,798702,948567,503802,296412
nGen-5_plotBudjetPerGen-200_he-0.7,622558,407507,825623,716698
nGen-5_plotBudjetPerGen-200_he-0.7,161218,655314,313420,637115
nGen-5_plotBudjetPerGen-200_he-0.7,87550,38834,926986,271824
nGen-5_plotBudjetPerGen-200_he-0.7,326172,730252,602384,12815
nGen-5_plotBudjetPerGen-200_he-0.7,538952,419550,109979,12423
nGen-5_plotBudjetPerGen-200_he-0.7,277828,276039,639450,404424
nGen-5_plotBudjetPerGen-200_he-0.7,235903,542981,19019,570870
nGen-5_plotBudjetPerGen-200_he-0.7,677505,77853,294997,746885
nGen-5_plotBudjetPerGen-200_he-0.7,697008,322046,149371,953762
nGen-5_plotBudjetPerGen-200_he-0.7,346958,362863,865067,630879
nGen-5_plotBudjetPerGen-200_he-0.7,342208,325261,792009,49765
nGen-5_plotBudjetPerGen-200_he-0.7,951704,494904,325888,513398
nGen-5_plotBudjetPerGen-200_he-0.7,615156,205211,573562,472488
nGen-5_plotBudjetPerGen-200_he-0.7,548159,169630,961209,233494
nGen-5_plotBudjetPerGen-200_he-0.7,956290,487945,783894,210589
nGen-5_plotBudjetPerGen-200_he-0.7,21476,181368,248359,528251
nGen-5_plotBudjetPerGen-200_he-0.7,795145,680218,647677,621180
nGen-5_plotBudjetPerGen-200_he-0.7,722527,661210,147745,573493
nGen-5_plotBudjetPerGen-200_he-0.7,348839,897654,655658,820091
nGen-5_plotBudjetPerGen-200_he-0.7,230824,414549,789543,149332
nGen-5_plotBudjetPerGen-200_he-0.7,863796,393507,90225,737101
nGen-5_plotBudjetPerGen-200_he-0.7,956608,372255,675359,439258
nGen-5_plotBudjetPerGen-200_he-0.7,767850,650355,886997,176208
nGen-5_plotBudjetPerGen-200_he-0.7,719960,797863,320452,418892
nGen-5_plotBudjetPerGen-200_he-0.7,854745,444180,53287,15132
nGen-5_plotBudjetPerGen-200_he-0.7,876452,862226,254532,136526
nGen-5_plotBudjetPerGen-200_he-0.7,68906,585394,128434,683476
nGen-5_plotBudjetPerGen-200_he-0.7,353313,271423,311162,976037
nGen-5_plotBudjetPerGen-200_he-0.7,686582,689956,439587,820453
nGen-5_plotBudjetPerGen-200_he-0.7,207756,647268,241438,539683
nGen-5_plotBudjetPerGen-200_he-0.7,110198,810048,693848,359646
nGen-5_plotBudjetPerGen-200_he-0.7,164403,367781,872720,624271
nGen-5_plotBudjetPerGen-200_he-0.7,428025,559201,950025,243004
nGen-5_plotBudjetPerGen-200_he-0.7,542630,827610,831638,413697
nGen-5_plotBudjetPerGen-200_he-0.7,780252,11647,674609,238761
nGen-5_plotBudjetPerGen-200_he-0.7,466792,37413,238944,603528
nGen-5_plotBudjetPerGen-200_he-0.7,960991,591407,326087,918780
nGen-5_plotBudjetPerGen-200_he-0.7,166760,288180,329647,44147
nGen-5_plotBudjetPerGen-200_he-0.7,239882,85226,163920,670450
nGen-5_plotBudjetPerGen-200_he-0.7,529809,407341,788941,707706
nGen-5_plotBudjetPerGen-200_he-0.7,340804,385754,419728,454603
nGen-5_plotBudjetPerGen-200_he-0.7,858301,8824,166630,757123
nGen-5_plotBudjetPerGen-200_he-0.7,733826,208311,555247,371103
nGen-5_plotBudjetPerGen-200_he-0.7,969994,307772,811691,540592
nGen-5_plotBudjetPerGen-200_he-0.7,516626,72709,893772,47837
nGen-5_plotBudjetPerGen-200_he-0.7,659704,661891,688685,237445
nGen-5_plotBudjetPerGen-200_he-0.7,260118,506342,850306,584736
nGen-5_plotBudjetPerGen-200_he-0.7,664529,942706,542403,722907
nGen-5_plotBudjetPerGen-200_he-0.7,284458,644330,141207,996403
nGen-5_plotBudjetPerGen-200_he-0.7,596533,414326,113639,145170
nGen-5_plotBudjetPerGen-200_he-0.7,259097,640231,45467,288266
nGen-5_plotBudjetPerGen-200_he-0.7,797003,577775,438545,828400
nGen-5_plotBudjetPerGen-200_he-0.7,4508,791374,793745,681105
nGen-5_plotBudjetPerGen-200_he-0.7,308289,908615,697180,161301
nGen-5_plotBudjetPerGen-200_he-0.7,122623,52462,531392,531354
nGen-5_plotBudjetPerGen-200_he-0.7,670778,516100,900664,758383
nGen-5_plotBudjetPerGen-200_he-0.7,59728,87291,434847,256308
nGen-5_plotBudjetPerGen-200_he-0.7,670600,296643,746045,350155
nGen-5_plotBudjetPerGen-200_he-0.7,774223,567663,654015,611761
nGen-5_plotBudjetPerGen-200_he-0.7,65409,90036,918403,724955
nGen-5_plotBudjetPerGen-200_he-0.7,674217,198157,153910,524800
nGen-5_plotBudjetPerGen-200_he-0.7,672605,437125,542478,921296
nGen-5_plotBudjetPerGen-200_he-0.7,683169,107171,479248,656202
nGen-5_plotBudjetPerGen-200_he-0.7,425030,855979,418464,556047
nGen-5_plotBudjetPerGen-200_he-0.7,233450,735732,847926,33717
nGen-5_plotBudjetPerGen-200_he-0.7,792436,77817,601022,927293
nGen-5_plotBudjetPerGen-200_he-0.7,712032,601168,242058,877521
nGen-5_plotBudjetPerGen-200_he-0.7,443805,846387,487272,485765
nGen-5_plotBudjetPerGen-200_he-0.7,404955,375411,390437,824678
nGen-5_plotBudjetPerGen-200_he-0.7,523635,265405,119154,472773
nGen-5_plotBudjetPerGen-200_he-0.7,987314,3089,778090,402440
nGen-5_plotBudjetPerGen-200_he-0.7,586884,624494,426392,955826
nGen-5_plotBudjetPerGen-200_he-0.7,775984,827392,577949,461405
nGen-5_plotBudjetPerGen-200_he-0.7,311262,654834,673323,718910
nGen-5_plotBudjetPerGen-200_he-0.7,580255,327249,377058,48596
nGen-5_plotBudjetPerGen-200_he-0.7,166106,858790,634659,148942
nGen-5_plotBudjetPerGen-200_he-0.7,60190,237419,824016,378835
nGen-5_plotBudjetPerGen-200_he-0.7,47303,910947,47329,969200
nGen-5_plotBudjetPerGen-200_he-0.7,787657,796213,837076,283765
nGen-5_plotBudjetPerGen-200_he-0.7,526695,635987,82157,19225
nGen-5_plotBudjetPerGen-200_he-0.7,765445,777603,193583,228794
nGen-5_plotBudjetPerGen-200_he-0.7,408854,571257,194959,448589
nGen-5_plotBudjetPerGen-200_he-0.7,514384,411623,765365,823343
nGen-5_plotBudjetPerGen-200_he-0.7,266986,426575,898117,288143
nGen-5_plotBudjetPerGen-200_he-0.7,624098,243952,696960,660609
nGen-5_plotBudjetPerGen-200_he-0.7,952944,154954,219601,553520
nGen-5_plotBudjetPerGen-200_he-0.7,151505,269097,278302,153160
nGen-5_plotBudjetPerGen-200_he-0.7,115029,909618,417575,852930
nGen-5_plotBudjetPerGen-200_he-0.7,912536,369209,900078,184821
nGen-5_plotBudjetPerGen-200_he-0.7,401912,919715,229516,125226
nGen-5_plotBudjetPerGen-200_he-0.7,869566,5731,677525,121355
nGen-5_plotBudjetPerGen-200_he-0.7,336263,162349,700508,956695
nGen-5_plotBudjetPerGen-200_he-0.7,841462,190295,103647,760126
nGen-5_plotBudjetPerGen-200_he-0.7,577453,288517,514214,835081
nGen-5_plotBudjetPerGen-200_he-0.7,840721,705999,164565,258393
nGen-5_plotBudjetPerGen-200_he-0.7,193462,597612,26089,255262
nGen-5_plotBudjetPerGen-200_he-0.7,957046,389830,953802,637830
nGen-5_plotBudjetPerGen-200_he-0.7,352114,596931,820606,510133
nGen-5_plotBudjetPerGen-200_he-0.7,750491,289915,406640,827124
nGen-5_plotBudjetPerGen-200_he-0.7,495696,935344,282388,459393
nGen-5_plotBudjetPerGen-200_he-0.7,854975,594619,304593,59784
nGen-5_plotBudjetPerGen-200_he-0.7,695965,899248,571319,489402
nGen-5_plotBudjetPerGen-200_he-0.7,470378,691732,262235,269774
nGen-5_plotBudjetPerGen-200_he-0.7,561710,581511,307635,189342
nGen-5_plotBudjetPerGen-200_he-0.7,936481,882142,135730,114112
nGen-5_plotBudjetPerGen-200_he-0.7,986186,88634,608173,268084
nGen-5_plotBudjetPerGen-200_he-0.7,138918,349402,43709,63681
nGen-5_plotBudjetPerGen-200_he-0.7,754617,451715,739008,558390
nGen-5_plotBudjetPerGen-200_he-0.7,307493,889297,915091,294897
nGen-5_plotBudjetPerGen-200_he-0.7,287368,972361,927532,487467
nGen-5_plotBudjetPerGen-200_he-0.7,710475,221609,528754,183888
nGen-5_plotBudjetPerGen-200_he-0.7,313815,387158,808817,398142
nGen-5_plotBudjetPerGen-200_he-0.7,335767,992596,956832,686597
nGen-5_plotBudjetPerGen-200_he-0.7,71315,320424,309709,94672
nGen-5_plotBudjetPerGen-200_he-0.7,634645,706358,548698,197488
nGen-5_plotBudjetPerGen-200_he-0.7,917449,351988,298596,70789
nGen-5_plotBudjetPerGen-200_he-0.7,234482,487321,819341,118144
nGen-5_plotBudjetPerGen-200_he-0.7,422128,58415,544070,678223
nGen-5_plotBudjetPerGen-200_he-0.7,189452,401490,770404,504881
nGen-5_plotBudjetPerGen-200_he-0.7,270191,752358,853178,559643
